Year,State,Nominal Sales Per Capital FAH ,Nominal Sales Per Capital FAFH,Total nominal food sales per capita,Constant dollar sales per capita FAH,Constant dollar sales per capita FAFH,Total constant dollar food sales per capita
2018,New York,"2,249.49","3,048.43","5,297.92","1,094.42","1,345.81","2,440.23"
2019,New York,"2,249.10","3,351.92","5,601.02","1,084.67","1,435.47","2,520.14"
2020,New York,"2,377.24","2,832.70","5,209.94","1,107.71","1,173.77","2,281.48"
1997,North Carolina,"1,511.06","1,020.29","2,531.36","1,114.42",791.54,"1,905.96"
1998,North Carolina,"1,509.42","1,083.80","2,593.23","1,092.48",819.41,"1,911.89"
1999,North Carolina,"1,615.64","1,140.96","2,756.60","1,147.28",841.73,"1,989.01"
2000,North Carolina,"1,630.54","1,173.99","2,804.53","1,132.34",846.11,"1,978.45"
2008.659429,Alabama,"2,027.29","1,736.32","3,763.61","1,128.86",946.46,"2,075.32"
2008.659955,Alabama,"2,027.44","1,736.10","3,763.53","1,128.93",946.31,"2,075.24"
2008.660482,Alabama,"2,027.58","1,735.87","3,763.46","1,129.00",946.17,"2,075.16"
2008.661008,Alabama,"2,027.73","1,735.65","3,763.38","1,129.06",946.02,"2,075.08"
2008.661534,Alabama,"2,027.88","1,735.43","3,763.31","1,129.13",945.87,"2,075.00"
2008.66206,Alabama,"2,028.03","1,735.20","3,763.23","1,129.20",945.72,"2,074.92"
2008.662586,Alabama,"2,028.18","1,734.98","3,763.16","1,129.27",945.57,"2,074.84"
2008.663112,Alabama,"2,028.33","1,734.76","3,763.08","1,129.33",945.43,"2,074.76"
2008.663639,Alabama,"2,028.47","1,734.53","3,763.01","1,129.40",945.28,"2,074.68"
2008.664165,Alabama,"2,028.62","1,734.31","3,762.93","1,129.47",945.13,"2,074.60"
2008.664691,Alabama,"2,028.77","1,734.08","3,762.86","1,129.53",944.98,"2,074.52"
2008.665217,Alabama,"2,028.92","1,733.86","3,762.78","1,129.60",944.84,"2,074.44"
2008.665743,Alabama,"2,029.07","1,733.64","3,762.71","1,129.67",944.69,"2,074.36"
2008.666269,Alabama,"2,029.22","1,733.41","3,762.63","1,129.74",944.54,"2,074.28"
2008.666796,Alabama,"2,029.36","1,733.19","3,762.55","1,129.80",944.39,"2,074.20"
2008.667322,Alabama,"2,029.51","1,732.97","3,762.48","1,129.87",944.25,"2,074.12"
2008.667848,Alabama,"2,029.66","1,732.74","3,762.40","1,129.94",944.10,"2,074.04"
2008.668374,Alabama,"2,029.81","1,732.52","3,762.33","1,130.01",943.95,"2,073.96"
2008.6689,Alabama,"2,029.96","1,732.29","3,762.25","1,130.07",943.80,"2,073.88"
2008.669427,Alabama,"2,030.11","1,732.07","3,762.18","1,130.14",943.65,"2,073.80"
2008.669953,Alabama,"2,030.26","1,731.85","3,762.10","1,130.21",943.51,"2,073.72"
2008.670479,Alabama,"2,030.40","1,731.62","3,762.03","1,130.28",943.36,"2,073.64"
2008.671005,Alabama,"2,030.55","1,731.40","3,761.95","1,130.34",943.21,"2,073.55"
2008.671531,Alabama,"2,030.70","1,731.18","3,761.88","1,130.41",943.06,"2,073.47"
2008.672057,Alaska,"2,030.85","1,730.95","3,761.80","1,130.48",942.92,"2,073.39"
2008.672584,Alaska,"2,031.00","1,730.73","3,761.73","1,130.55",942.77,"2,073.31"
2008.67311,Alaska,"2,031.15","1,730.51","3,761.65","1,130.61",942.62,"2,073.23"
2008.673636,Alaska,"2,031.29","1,730.28","3,761.58","1,130.68",942.47,"2,073.15"
2008.674162,Alaska,"2,031.44","1,730.06","3,761.50","1,130.75",942.32,"2,073.07"
2008.674688,Alaska,"2,031.59","1,729.83","3,761.43","1,130.82",942.18,"2,072.99"
2008.675214,Alaska,"2,031.74","1,729.61","3,761.35","1,130.88",942.03,"2,072.91"
2008.675741,Alaska,"2,031.89","1,729.39","3,761.27","1,130.95",941.88,"2,072.83"
2008.676267,Alaska,"2,032.04","1,729.16","3,761.20","1,131.02",941.73,"2,072.75"
2008.676793,Alaska,"2,032.18","1,728.94","3,761.12","1,131.09",941.59,"2,072.67"
2008.677319,Alaska,"2,032.33","1,728.72","3,761.05","1,131.15",941.44,"2,072.59"
2008.677845,Alaska,"2,032.48","1,728.49","3,760.97","1,131.22",941.29,"2,072.51"
2008.678371,Alaska,"2,032.63","1,728.27","3,760.90","1,131.29",941.14,"2,072.43"
2008.678898,Alaska,"2,032.78","1,728.04","3,760.82","1,131.35",940.99,"2,072.35"
2008.679424,Alaska,"2,032.93","1,727.82","3,760.75","1,131.42",940.85,"2,072.27"
2008.67995,Alaska,"2,033.07","1,727.60","3,760.67","1,131.49",940.70,"2,072.19"
2008.680476,Alaska,"2,033.22","1,727.37","3,760.60","1,131.56",940.55,"2,072.11"
2008.681002,Alaska,"2,033.37","1,727.15","3,760.52","1,131.62",940.40,"2,072.03"
2008.681529,Alaska,"2,033.52","1,726.93","3,760.45","1,131.69",940.26,"2,071.95"
2008.682055,Alaska,"2,033.67","1,726.70","3,760.37","1,131.76",940.11,"2,071.87"
2008.682581,Alaska,"2,033.82","1,726.48","3,760.30","1,131.83",939.96,"2,071.79"
2008.683107,Alaska,"2,033.97","1,726.26","3,760.22","1,131.89",939.81,"2,071.71"
2008.683633,Alaska,"2,034.11","1,726.03","3,760.15","1,131.96",939.67,"2,071.63"
2008.684159,Alaska,"2,034.26","1,725.81","3,760.07","1,132.03",939.52,"2,071.55"
2008.684686,Arizona,"2,034.41","1,725.58","3,759.99","1,132.10",939.37,"2,071.47"
2008.685212,Arizona,"2,034.56","1,725.36","3,759.92","1,132.16",939.22,"2,071.39"
2008.685738,Arizona,"2,034.71","1,725.14","3,759.84","1,132.23",939.07,"2,071.31"
2008.686264,Arizona,"2,034.86","1,724.91","3,759.77","1,132.30",938.93,"2,071.23"
2008.68679,Arizona,"2,035.00","1,724.69","3,759.69","1,132.37",938.78,"2,071.14"
2008.687316,Arizona,"2,035.15","1,724.47","3,759.62","1,132.43",938.63,"2,071.06"
2008.687843,Arizona,"2,035.30","1,724.24","3,759.54","1,132.50",938.48,"2,070.98"
2008.688369,Arizona,"2,035.45","1,724.02","3,759.47","1,132.57",938.34,"2,070.90"
2008.688895,Arizona,"2,035.60","1,723.79","3,759.39","1,132.64",938.19,"2,070.82"
2008.689421,Arizona,"2,035.75","1,723.57","3,759.32","1,132.70",938.04,"2,070.74"
2008.689947,Arizona,"2,035.89","1,723.35","3,759.24","1,132.77",937.89,"2,070.66"
2008.690474,Arizona,"2,036.04","1,723.12","3,759.17","1,132.84",937.74,"2,070.58"
2008.691,Arizona,"2,036.19","1,722.90","3,759.09","1,132.91",937.60,"2,070.50"
2008.691526,Arizona,"2,036.34","1,722.68","3,759.02","1,132.97",937.45,"2,070.42"
2008.692052,Arizona,"2,036.49","1,722.45","3,758.94","1,133.04",937.30,"2,070.34"
2008.692578,Arizona,"2,036.64","1,722.23","3,758.87","1,133.11",937.15,"2,070.26"
2008.693104,Arizona,"2,036.78","1,722.01","3,758.79","1,133.17",937.01,"2,070.18"
2008.693631,Arizona,"2,036.93","1,721.78","3,758.71","1,133.24",936.86,"2,070.10"
2008.694157,Arizona,"2,037.08","1,721.56","3,758.64","1,133.31",936.71,"2,070.02"
2008.694683,Arizona,"2,037.23","1,721.33","3,758.56","1,133.38",936.56,"2,069.94"
2008.695209,Arizona,"2,037.38","1,721.11","3,758.49","1,133.44",936.42,"2,069.86"
2008.695735,Arizona,"2,037.53","1,720.89","3,758.41","1,133.51",936.27,"2,069.78"
2008.696261,Arizona,"2,037.68","1,720.66","3,758.34","1,133.58",936.12,"2,069.70"
2008.696788,Arizona,"2,037.82","1,720.44","3,758.26","1,133.65",935.97,"2,069.62"
2008.697314,Arkansas,"2,037.97","1,720.22","3,758.19","1,133.71",935.82,"2,069.54"
2008.69784,Arkansas,"2,038.12","1,719.99","3,758.11","1,133.78",935.68,"2,069.46"
2008.698366,Arkansas,"2,038.27","1,719.77","3,758.04","1,133.85",935.53,"2,069.38"
2008.698892,Arkansas,"2,038.42","1,719.54","3,757.96","1,133.92",935.38,"2,069.30"
2008.699418,Arkansas,"2,038.57","1,719.32","3,757.89","1,133.98",935.23,"2,069.22"
2008.699945,Arkansas,"2,038.71","1,719.10","3,757.81","1,134.05",935.09,"2,069.14"
2008.700471,Arkansas,"2,038.86","1,718.87","3,757.74","1,134.12",934.94,"2,069.06"
2008.700997,Arkansas,"2,039.01","1,718.65","3,757.66","1,134.19",934.79,"2,068.98"
2008.701523,Arkansas,"2,039.16","1,718.43","3,757.59","1,134.25",934.64,"2,068.90"
2008.702049,Arkansas,"2,039.31","1,718.20","3,757.51","1,134.32",934.49,"2,068.81"
2008.702576,Arkansas,"2,039.46","1,717.98","3,757.43","1,134.39",934.35,"2,068.73"
2008.703102,Arkansas,"2,039.60","1,717.76","3,757.36","1,134.46",934.20,"2,068.65"
2008.703628,Arkansas,"2,039.75","1,717.53","3,757.28","1,134.52",934.05,"2,068.57"
2008.704154,Arkansas,"2,039.90","1,717.31","3,757.21","1,134.59",933.90,"2,068.49"
2008.70468,Arkansas,"2,040.05","1,717.08","3,757.13","1,134.66",933.76,"2,068.41"
2008.705206,Arkansas,"2,040.20","1,716.86","3,757.06","1,134.72",933.61,"2,068.33"
2008.705733,Arkansas,"2,040.35","1,716.64","3,756.98","1,134.79",933.46,"2,068.25"
2008.706259,Arkansas,"2,040.49","1,716.41","3,756.91","1,134.86",933.31,"2,068.17"
2008.706785,Arkansas,"2,040.64","1,716.19","3,756.83","1,134.93",933.16,"2,068.09"
2008.707311,Arkansas,"2,040.79","1,715.97","3,756.76","1,134.99",933.02,"2,068.01"
2008.707837,Arkansas,"2,040.94","1,715.74","3,756.68","1,135.06",932.87,"2,067.93"
2008.708363,Arkansas,"2,041.09","1,715.52","3,756.61","1,135.13",932.72,"2,067.85"
2008.70889,Arkansas,"2,041.24","1,715.29","3,756.53","1,135.20",932.57,"2,067.77"
2008.709416,Arkansas,"2,041.39","1,715.07","3,756.46","1,135.26",932.43,"2,067.69"
2008.709942,California,"2,041.53","1,714.85","3,756.38","1,135.33",932.28,"2,067.61"
2008.710468,California,"2,041.68","1,714.62","3,756.31","1,135.40",932.13,"2,067.53"
2008.710994,California,"2,041.83","1,714.40","3,756.23","1,135.47",931.98,"2,067.45"
2008.71152,California,"2,041.98","1,714.18","3,756.15","1,135.53",931.84,"2,067.37"
2008.712047,California,"2,042.13","1,713.95","3,756.08","1,135.60",931.69,"2,067.29"
2008.712573,California,"2,042.28","1,713.73","3,756.00","1,135.67",931.54,"2,067.21"
2008.713099,California,"2,042.42","1,713.51","3,755.93","1,135.74",931.39,"2,067.13"
2008.713625,California,"2,042.57","1,713.28","3,755.85","1,135.80",931.24,"2,067.05"
2008.714151,California,"2,042.72","1,713.06","3,755.78","1,135.87",931.10,"2,066.97"
2008.714678,California,"2,042.87","1,712.83","3,755.70","1,135.94",930.95,"2,066.89"
2008.715204,California,"2,043.02","1,712.61","3,755.63","1,136.01",930.80,"2,066.81"
2008.71573,California,"2,043.17","1,712.39","3,755.55","1,136.07",930.65,"2,066.73"
2008.716256,California,"2,043.31","1,712.16","3,755.48","1,136.14",930.51,"2,066.65"
2008.716782,California,"2,043.46","1,711.94","3,755.40","1,136.21",930.36,"2,066.57"
2008.717308,California,"2,043.61","1,711.72","3,755.33","1,136.28",930.21,"2,066.49"
2008.717835,California,"2,043.76","1,711.49","3,755.25","1,136.34",930.06,"2,066.40"
2008.718361,California,"2,043.91","1,711.27","3,755.18","1,136.41",929.91,"2,066.32"
2008.718887,California,"2,044.06","1,711.04","3,755.10","1,136.48",929.77,"2,066.24"
2008.719413,California,"2,044.20","1,710.82","3,755.03","1,136.54",929.62,"2,066.16"
2008.719939,California,"2,044.35","1,710.60","3,754.95","1,136.61",929.47,"2,066.08"
2008.720465,California,"2,044.50","1,710.37","3,754.88","1,136.68",929.32,"2,066.00"
2008.720992,California,"2,044.65","1,710.15","3,754.80","1,136.75",929.18,"2,065.92"
2008.721518,California,"2,044.80","1,709.93","3,754.72","1,136.81",929.03,"2,065.84"
2008.722044,California,"2,044.95","1,709.70","3,754.65","1,136.88",928.88,"2,065.76"
2008.72257,Colorado,"2,045.10","1,709.48","3,754.57","1,136.95",928.73,"2,065.68"
2008.723096,Colorado,"2,045.24","1,709.26","3,754.50","1,137.02",928.58,"2,065.60"
2008.723622,Colorado,"2,045.39","1,709.03","3,754.42","1,137.08",928.44,"2,065.52"
2008.724149,Colorado,"2,045.54","1,708.81","3,754.35","1,137.15",928.29,"2,065.44"
2008.724675,Colorado,"2,045.69","1,708.58","3,754.27","1,137.22",928.14,"2,065.36"
2008.725201,Colorado,"2,045.84","1,708.36","3,754.20","1,137.29",927.99,"2,065.28"
2007,Pennsylvania,"1,771.03","1,439.73","3,210.76","1,026.12",848.54,"1,874.66"
2008,Pennsylvania,"1,835.54","1,495.39","3,330.93",999.53,844.14,"1,843.67"
2009,Pennsylvania,"1,810.83","1,439.18","3,250.01",981.49,785.11,"1,766.60"
2010,Pennsylvania,"1,823.31","1,496.09","3,319.39",985.00,805.89,"1,790.89"
2011,Pennsylvania,"1,885.91","1,579.79","3,465.70",972.13,831.54,"1,803.67"
2012,Pennsylvania,"2,017.93","1,677.60","3,695.53","1,015.17",858.59,"1,873.76"
2013,Pennsylvania,"2,020.85","1,755.56","3,776.42","1,007.54",879.70,"1,887.24"
2014,Pennsylvania,"2,114.39","1,868.99","3,983.38","1,029.57",914.30,"1,943.87"
2015,Pennsylvania,"2,159.79","2,034.89","4,194.69","1,039.55",967.78,"2,007.34"
2016,Pennsylvania,"2,209.62","2,110.63","4,320.25","1,077.71",978.60,"2,056.31"
2017,Pennsylvania,"2,359.68","2,226.68","4,586.35","1,153.19","1,008.87","2,162.06"
2018,Pennsylvania,"2,537.93","2,330.39","4,868.32","1,234.75","1,028.81","2,263.57"
2019,Pennsylvania,"2,838.43","2,562.07","5,400.50","1,368.88","1,097.22","2,466.10"
2020,Pennsylvania,"3,050.95","2,219.27","5,270.21","1,421.64",919.59,"2,341.22"
1997,Rhode Island,"1,073.98","1,024.98","2,098.96",792.07,795.18,"1,587.25"
1998,Rhode Island,"1,150.94","1,079.46","2,230.40",833.02,816.13,"1,649.15"
1999,Rhode Island,"1,223.57","1,133.49","2,357.06",868.87,836.21,"1,705.08"
2000,Rhode Island,"1,255.39","1,133.92","2,389.30",871.82,817.22,"1,689.04"
2001,Rhode Island,"1,310.53","1,190.83","2,501.36",881.25,834.06,"1,715.30"
2002,Rhode Island,"1,384.00","1,239.14","2,623.14",918.99,846.48,"1,765.47"
2003,Rhode Island,"1,419.01","1,308.25","2,727.26",922.28,875.04,"1,797.32"
2004,Rhode Island,"1,503.32","1,405.64","2,908.97",941.39,913.11,"1,854.50"
2005,Rhode Island,"1,495.22","1,433.95","2,929.17",918.56,903.08,"1,821.64"
2006,Rhode Island,"1,566.46","1,498.79","3,065.25",945.88,915.51,"1,861.39"
2007,Rhode Island,"1,741.85","1,553.18","3,295.03","1,009.22",915.41,"1,924.63"
2008,Rhode Island,"1,806.08","1,617.56","3,423.65",983.49,913.10,"1,896.59"
2009,Rhode Island,"1,705.58","1,577.88","3,283.46",924.45,860.77,"1,785.22"
2010,Rhode Island,"1,645.04","1,624.69","3,269.73",888.69,875.17,"1,763.86"
2011,Rhode Island,"1,692.98","1,759.96","3,452.94",872.68,926.37,"1,799.05"
2012,Rhode Island,"1,766.12","1,888.55","3,654.66",888.49,966.55,"1,855.04"
2013,Rhode Island,"1,959.71","2,027.28","3,986.99",977.05,"1,015.86","1,992.91"
2014,Rhode Island,"2,044.76","2,178.88","4,223.64",995.67,"1,065.90","2,061.57"
2015,Rhode Island,"2,083.94","2,372.29","4,456.23","1,003.05","1,128.25","2,131.29"
2016,Rhode Island,"2,164.05","2,579.70","4,743.74","1,055.48","1,196.09","2,251.57"
2017,Rhode Island,"2,337.56","2,840.36","5,177.92","1,142.38","1,286.91","2,429.29"
2018,Rhode Island,"2,386.83","3,009.59","5,396.43","1,161.24","1,328.66","2,489.90"
2019,Rhode Island,"2,692.25","3,129.52","5,821.78","1,298.38","1,340.23","2,638.62"
2020,Rhode Island,"3,037.83","2,569.10","5,606.93","1,415.52","1,064.54","2,480.07"
1997,South Carolina,"1,374.66",974.78,"2,349.44","1,013.82",756.23,"1,770.05"
1998,South Carolina,"1,442.38","1,089.35","2,531.73","1,043.96",823.61,"1,867.56"
1999,South Carolina,"1,514.68","1,153.43","2,668.11","1,075.59",850.93,"1,926.51"
2000,South Carolina,"1,555.15","1,253.75","2,808.90","1,079.99",903.59,"1,983.58"
2001,South Carolina,"1,583.18","1,267.13","2,850.31","1,064.59",887.50,"1,952.08"
2002,South Carolina,"1,597.94","1,333.49","2,931.44","1,061.05",910.93,"1,971.98"
2003,South Carolina,"1,704.12","1,392.95","3,097.07","1,107.58",931.69,"2,039.27"
2004,South Carolina,"1,864.51","1,487.69","3,352.21","1,167.57",966.41,"2,133.98"
2005,South Carolina,"1,903.56","1,565.03","3,468.59","1,169.42",985.63,"2,155.05"
2006,South Carolina,"1,958.22","1,630.81","3,589.02","1,182.43",996.15,"2,178.58"
2007,South Carolina,"2,016.03","1,713.41","3,729.44","1,168.08","1,009.84","2,177.92"
2008,South Carolina,"1,972.86","1,728.32","3,701.18","1,074.31",975.62,"2,049.93"
2009,South Carolina,"1,913.12","1,679.97","3,593.09","1,036.93",916.46,"1,953.40"
2010,South Carolina,"1,925.85","1,699.27","3,625.13","1,040.39",915.34,"1,955.73"
2011,South Carolina,"1,961.10","1,765.21","3,726.30","1,010.89",929.13,"1,940.02"
2012,South Carolina,"2,069.00","1,864.02","3,933.03","1,040.87",954.00,"1,994.86"
2013,South Carolina,"2,080.84","1,971.87","4,052.71","1,037.44",988.09,"2,025.54"
2014,South Carolina,"2,129.65","2,139.30","4,268.95","1,037.01","1,046.53","2,083.54"
2015,South Carolina,"2,102.25","2,278.71","4,380.96","1,011.86","1,083.74","2,095.60"
2016,South Carolina,"2,080.57","2,384.70","4,465.27","1,014.76","1,105.68","2,120.44"
2017,South Carolina,"2,123.51","2,532.18","4,655.69","1,037.77","1,147.28","2,185.06"
2018,South Carolina,"2,241.56","2,666.02","4,907.58","1,090.57","1,176.98","2,267.55"
2019,South Carolina,"2,270.60","2,697.11","4,967.71","1,095.03","1,155.05","2,250.08"
2020,South Carolina,"2,505.76","2,471.81","4,977.57","1,167.60","1,024.23","2,191.83"
1997,South Dakota,"1,276.96","1,011.38","2,288.33",941.77,784.62,"1,726.39"
1998,South Dakota,"1,279.18","1,052.70","2,331.88",925.83,795.90,"1,721.73"
1999,South Dakota,"1,331.19","1,088.20","2,419.39",945.29,802.80,"1,748.09"
2000,South Dakota,"1,407.88","1,141.55","2,549.43",977.72,822.73,"1,800.45"
2001,South Dakota,"1,412.88","1,177.13","2,590.01",950.07,824.47,"1,774.53"
2002,South Dakota,"1,418.63","1,209.34","2,627.96",941.98,826.12,"1,768.10"
2003,South Dakota,"1,521.74","1,247.52","2,769.26",989.05,834.42,"1,823.47"
2004,South Dakota,"1,520.04","1,290.23","2,810.27",951.86,838.13,"1,790.00"
2005,South Dakota,"1,534.11","1,363.27","2,897.38",942.45,858.57,"1,801.01"
2006,South Dakota,"1,643.23","1,399.53","3,042.76",992.23,854.88,"1,847.11"
2007,South Dakota,"1,623.76","1,440.53","3,064.30",940.80,849.02,"1,789.81"
2008,South Dakota,"1,640.33","1,484.66","3,124.99",893.23,838.08,"1,731.31"
2009,South Dakota,"1,470.32","1,430.68","2,901.00",796.94,780.47,"1,577.40"
2010,South Dakota,"1,491.93","1,437.55","2,929.48",805.98,774.36,"1,580.34"
2011,South Dakota,"1,588.05","1,503.40","3,091.45",818.59,791.33,"1,609.92"
2012,South Dakota,"1,718.44","1,570.31","3,288.75",864.51,803.68,"1,668.18"
2013,South Dakota,"1,721.43","1,651.59","3,373.01",858.25,827.60,"1,685.85"
2014,South Dakota,"1,742.08","1,756.87","3,498.95",848.29,859.45,"1,707.73"
2015,South Dakota,"1,695.17","1,856.79","3,551.96",815.92,883.08,"1,699.00"
2016,South Dakota,"1,657.06","2,024.60","3,681.66",808.20,938.72,"1,746.92"
2017,South Dakota,"1,719.07","2,193.01","3,912.08",840.12,993.61,"1,833.73"
2018,South Dakota,"1,902.11","2,350.14","4,252.25",925.41,"1,037.53","1,962.94"
2019,South Dakota,"1,997.30","2,477.32","4,474.62",963.23,"1,060.93","2,024.16"
2020,South Dakota,"2,114.51","1,990.17","4,104.68",985.29,824.65,"1,809.95"
1997,Tennessee,"1,432.26","1,045.31","2,477.57","1,056.30",810.94,"1,867.25"
1998,Tennessee,"1,465.80","1,106.59","2,572.39","1,060.91",836.64,"1,897.55"
1999,Tennessee,"1,587.79","1,134.93","2,722.73","1,127.51",837.28,"1,964.79"
2000,Tennessee,"1,604.22","1,200.24","2,804.46","1,114.07",865.02,"1,979.09"
2001,Tennessee,"1,664.26","1,212.85","2,877.11","1,119.11",849.48,"1,968.59"
2002,Tennessee,"1,651.04","1,263.91","2,914.95","1,096.31",863.40,"1,959.70"
2003,Tennessee,"1,752.34","1,326.26","3,078.60","1,138.92",887.09,"2,026.01"
2004,Tennessee,"1,848.92","1,416.56","3,265.48","1,157.81",920.20,"2,078.01"
2005,Tennessee,"1,965.87","1,464.29","3,430.16","1,207.69",922.18,"2,129.88"
2006,Tennessee,"2,064.82","1,503.72","3,568.54","1,246.81",918.52,"2,165.33"
2007,Tennessee,"2,148.00","1,567.53","3,715.52","1,244.54",923.86,"2,168.40"
2008,Tennessee,"2,220.45","1,610.40","3,830.85","1,209.13",909.06,"2,118.19"
2009,Tennessee,"2,162.42","1,612.04","3,774.47","1,172.06",879.41,"2,051.47"
2010,Tennessee,"2,218.58","1,649.74","3,868.32","1,198.53",888.66,"2,087.19"
2011,Tennessee,"2,306.44","1,741.24","4,047.68","1,188.90",916.52,"2,105.42"
2012,Tennessee,"2,432.16","1,833.27","4,265.44","1,223.56",938.26,"2,161.82"
2013,Tennessee,"2,401.99","1,942.99","4,344.99","1,197.56",973.62,"2,171.18"
2014,Tennessee,"2,468.02","2,114.83","4,582.85","1,201.77","1,034.56","2,236.33"
2015,Tennessee,"2,489.53","2,253.46","4,742.99","1,198.26","1,071.73","2,269.99"
2016,Tennessee,"2,519.73","2,379.41","4,899.14","1,228.95","1,103.23","2,332.18"
2017,Tennessee,"2,539.32","2,510.19","5,049.51","1,240.98","1,137.32","2,378.30"
2018,Tennessee,"2,591.40","2,665.67","5,257.07","1,260.77","1,176.83","2,437.60"
2019,Tennessee,"2,639.52","2,720.94","5,360.46","1,272.95","1,165.26","2,438.21"
2020,Tennessee,"2,829.78","2,330.44","5,160.23","1,318.58",965.65,"2,284.23"
1997,Texas,"1,600.87","1,036.49","2,637.36","1,180.65",804.11,"1,984.76"
1998,Texas,"1,606.57","1,071.00","2,677.57","1,162.79",809.73,"1,972.52"
1999,Texas,"1,639.69","1,127.62","2,767.31","1,164.36",831.88,"1,996.25"
2000,Texas,"1,641.89","1,199.92","2,841.81","1,140.23",864.79,"2,005.02"
2001,Texas,"1,705.95","1,232.90","2,938.85","1,147.14",863.53,"2,010.67"
2002,Texas,"1,684.32","1,286.57","2,970.89","1,118.40",878.88,"1,997.28"
2003,Texas,"1,694.17","1,333.13","3,027.29","1,101.11",891.68,"1,992.79"
2004,Texas,"1,757.91","1,398.96","3,156.88","1,100.82",908.77,"2,009.59"
2005,Texas,"1,895.20","1,470.74","3,365.93","1,164.28",926.25,"2,090.52"
2006,Texas,"1,927.32","1,522.04","3,449.35","1,163.78",929.71,"2,093.49"
2007,Texas,"1,924.92","1,583.77","3,508.70","1,115.29",933.44,"2,048.73"
2008,Texas,"1,987.76","1,621.32","3,609.08","1,082.42",915.22,"1,997.64"
2009,Texas,"1,936.60","1,587.30","3,523.90","1,049.66",865.91,"1,915.57"
2010,Texas,"1,970.46","1,626.90","3,597.36","1,064.49",876.36,"1,940.85"
2011,Texas,"2,024.22","1,715.17","3,739.39","1,043.43",902.80,"1,946.22"
2012,Texas,"2,157.79","1,811.97","3,969.76","1,085.53",927.36,"2,012.89"
2013,Texas,"2,188.25","1,936.03","4,124.28","1,091.00",970.13,"2,061.13"
2014,Texas,"2,269.83","2,114.26","4,384.10","1,105.27","1,034.29","2,139.55"
2015,Texas,"2,269.87","2,262.05","4,531.93","1,092.54","1,075.82","2,168.35"
2016,Texas,"2,268.30","2,355.38","4,623.68","1,106.33","1,092.09","2,198.41"
2017,Texas,"2,317.21","2,480.28","4,797.48","1,132.43","1,123.77","2,256.20"
2018,Texas,"2,387.53","2,643.06","5,030.59","1,161.58","1,166.85","2,328.43"
2019,Texas,"2,426.30","2,791.84","5,218.14","1,170.12","1,195.62","2,365.74"
2020,Texas,"2,573.74","2,377.57","4,951.31","1,199.28",985.18,"2,184.46"
1997,Utah,"1,484.75",849.31,"2,334.05","1,095.01",658.89,"1,753.90"
1998,Utah,"1,455.17",881.20,"2,336.37","1,053.21",666.23,"1,719.45"
1999,Utah,"1,551.44",940.32,"2,491.76","1,101.69",693.70,"1,795.40"
2000,Utah,"1,511.54",996.66,"2,508.20","1,049.71",718.30,"1,768.01"
2001,Utah,"1,591.88","1,036.63","2,628.51","1,070.43",726.06,"1,796.49"
2002,Utah,"1,572.09","1,071.13","2,643.22","1,043.88",731.71,"1,775.59"
2003,Utah,"1,693.98","1,119.17","2,813.15","1,100.99",748.57,"1,849.56"
2004,Utah,"1,717.52","1,166.13","2,883.65","1,075.53",757.52,"1,833.05"
2005,Utah,"1,844.32","1,215.11","3,059.43","1,133.02",765.25,"1,898.28"
2006,Utah,"1,924.62","1,251.59","3,176.21","1,162.15",764.51,"1,926.66"
2007,Utah,"2,000.21","1,251.03","3,251.24","1,158.91",737.33,"1,896.24"
2008,Utah,"2,044.81","1,240.34","3,285.15","1,113.48",700.16,"1,813.65"
2009,Utah,"1,980.27","1,212.14","3,192.41","1,073.33",661.25,"1,734.58"
2010,Utah,"1,967.71","1,242.77","3,210.48","1,063.01",669.44,"1,732.45"
2011,Utah,"1,987.29","1,318.44","3,305.73","1,024.39",693.97,"1,718.36"
2012,Utah,"2,072.58","1,383.99","3,456.57","1,042.67",708.32,"1,750.98"
2013,Utah,"2,086.86","1,487.34","3,574.20","1,040.44",745.30,"1,785.74"
2014,Utah,"2,181.63","1,728.01","3,909.65","1,062.32",845.33,"1,907.65"
2015,Utah,"2,187.08","1,902.45","4,089.53","1,052.69",904.79,"1,957.48"
2016,Utah,"2,193.75","2,070.49","4,264.24","1,069.96",959.99,"2,029.96"
2017,Utah,"2,255.23","2,200.65","4,455.88","1,102.15",997.08,"2,099.22"
2018,Utah,"2,351.89","2,373.05","4,724.94","1,144.25","1,047.64","2,191.89"
2019,Utah,"2,417.81","2,476.17","4,893.98","1,166.03","1,060.43","2,226.46"
2020,Utah,"2,555.42","1,912.17","4,467.59","1,190.74",792.34,"1,983.08"
1997,Vermont,"1,623.50",944.09,"2,567.59","1,197.35",732.42,"1,929.77"
1998,Vermont,"1,598.39",968.62,"2,567.01","1,156.87",732.33,"1,889.20"
1999,Vermont,"1,548.66","1,027.19","2,575.85","1,099.72",757.79,"1,857.52"
2000,Vermont,"1,643.82","1,139.83","2,783.65","1,141.57",821.49,"1,963.06"
2001,Vermont,"1,711.47","1,161.52","2,872.99","1,150.85",813.53,"1,964.38"
2002,Vermont,"1,642.76","1,168.56","2,811.32","1,090.81",798.27,"1,889.07"
2003,Vermont,"1,699.70","1,212.11","2,911.81","1,104.71",810.74,"1,915.45"
2004,Vermont,"1,771.84","1,280.68","3,052.52","1,109.54",831.93,"1,941.47"
2005,Vermont,"1,816.19","1,328.31","3,144.50","1,115.74",836.54,"1,952.29"
